1,3,6497,-7.8686,-0.23274,-0.0092269,0.0025859
3,3,22407,-7.8686,-0.10473,-0.12485,0.0036945
4,3,8349,-7.8686,2.3434,0.34035,0.41205
7,3,10911,-7.8686,-0.19114,-0.024098,0.0021598
8,2,10914,-7.8686,-0.22203,-0.014746,0.0087817
9,2,856,-7.8686,-0.19216,-0.020275,0.0041701
9,2,4440,-7.8686,2.2836,-0.079082,0.13513
3,3,13704,-7.8686,-0.10559,-0.12797,9.8833e-15
5,3,16325,-7.8686,2.3299,-0.041851,0.17952
7,3,19728,-7.8686,-0.1799,-0.023516,0.0057994
8,2,7795,-7.8686,-0.23288,-0.0078476,0.0021944
9,2,22921,-7.8686,-0.16774,-0.0099453,0.013151
9,2,22569,-7.8686,-0.16774,-0.0099453,0.013151
11,2,11480,-7.8686,-0.095148,0.16814,0.019022
12,2,13895,-7.8686,-0.18392,-0.0074643,0.0055027
14,2,4449,-7.8686,-0.19114,-0.024182,0.0021482
13,2,27154,-7.8686,-0.17447,-0.0018591,0.019545
14,2,10257,-7.8686,-0.16796,-0.02339,0.016834
15,1,22755,-7.8686,-0.23343,-0.0089573,0.0014952
18,1,6207,-7.8686,-0.10783,0.16951,0.0012041
21,1,12312,-7.8686,-0.19121,-0.022073,0.0048907
1,3,10787,-7.8686,-0.22203,-0.014746,0.0087817
1,3,2403,-7.8686,-0.10601,0.16996,0.0021137
1,3,20243,-7.8686,-0.22151,-0.016518,0.012429
3,3,1753,-7.8686,-0.18796,-0.018078,0.0022058
3,3,10665,-7.8686,2.3534,-0.27076,0.22609
4,3,12367,-7.8686,-0.10698,0.16917,0.0022272
4,3,22559,-7.8686,-0.10751,0.16621,0.0082323
4,3,16607,-7.8686,-0.095977,0.16742,0.018536
5,3,19110,-7.8686,-0.18556,-0.016173,0.007638
6,3,21235,-7.8686,-0.16505,-0.0030962,0.0097865
8,2,20788,-7.8686,-0.23375,-0.0064093,0.0025725
9,2,17322,-7.8686,-0.19008,-0.024902,0.0036803
9,2,3898,-7.8686,-0.17788,-0.020831,0.010542
10,2,14412,-7.8686,-0.10559,-0.12797,1.0053e-14
11,2,20793,-7.8686,-0.10783,0.16878,0.001393
13,2,7411,-7.8686,-0.18648,-0.0071095,0.0041259
16,1,27845,-7.8686,-0.17715,-0.0087864,0.019224
21,1,5081,-7.8686,-0.19042,-0.023876,0.0026174
21,1,20761,-7.8686,-0.17945,-0.032453,0.013677
3,3,3770,-7.8686,-0.10369,-0.12646,0.0039865
5,3,24343,-7.8686,-0.16342,-0.0012961,0.014123
8,2,21797,-7.8686,-0.23375,-0.0064093,0.0025725
8,2,16789,-7.8686,-0.22221,-0.0078157,0.022596
9,2,24251,-7.8686,-0.189,-0.016392,0.0038776
10,2,21069,-7.8686,2.3606,-0.27664,0.22597
11,2,23994,-7.8686,-0.10673,0.16948,0.0021258
13,2,18532,-7.8686,2.3072,-0.04934,0.13509
13,2,16388,-7.8686,-0.18714,-0.017817,0.0021976
14,2,3395,-7.8686,-0.17978,-0.026549,0.0057607
14,2,13283,-7.8686,-0.18033,-0.030822,0.010465
15,1,2517,-7.8686,-0.10601,0.16996,0.0021137
15,1,1013,-7.8686,-0.10809,0.16897,0.00093222
15,1,11589,-7.8686,-0.23321,-0.0081553,0.0013625
17,1,16238,-7.8686,-0.10559,-0.12797,9.7873e-15
18,1,4641,-100.1,0,1.5628e-15,276.69
21,1,19514,-7.8686,-0.17111,-0.015587,0.01229
2,3,4098,-7.8686,-0.18781,-0.019436,0.0038023
2,3,130,-7.8686,-0.19216,-0.020275,0.0041701
3,3,8203,-7.8686,2.3651,-0.2757,0.23013
4,3,6657,-7.8686,-0.10783,0.16951,0.0012041
6,3,10997,-7.8686,-0.1857,-0.011322,0.0047869
7,3,51,-7.8686,-0.18488,-0.0058143,0.0023749
8,2,4758,-7.8686,-0.23321,-0.0082387,0.0013453
11,2,10043,-7.8686,-0.096149,0.16033,0.027748
15,1,16486,-7.8686,-0.23453,-0.014676,0.011558
15,1,16438,-7.8686,-0.23453,-0.014676,0.011558
17,1,735,-7.8686,-0.18968,-0.014622,0.0076566
17,1,24575,-7.8686,-0.10473,-0.12485,0.0036945
18,1,17538,-7.8686,2.3265,0.34908,0.41868
18,1,25266,-7.8686,2.335,0.34683,0.40807
21,1,18203,-7.8686,-0.1799,-0.023516,0.0057994
2,3,23443,-7.8686,-0.189,-0.016392,0.0038776
5,3,521,-7.8686,-0.23448,-0.0045436,0.0035742
5,3,20265,-7.8686,-0.1831,-0.0090937,0.0046861
5,3,8825,-7.8686,-0.1835,-0.009185,0.004233
5,3,7193,-7.8686,-0.1849,-0.0053502,0.0032593
6,3,21174,-7.8686,-0.16505,-0.0030962,0.0097865
6,3,26070,-7.8686,-0.18555,-0.0090124,0.0045383
7,3,23092,-7.8686,-0.19204,-0.02241,0.0047936
8,2,22663,-7.8686,-0.23343,-0.0089573,0.0014952
9,2,16717,-7.8686,-0.17659,-0.017232,0.015255
10,2,19295,-7.8686,-0.084051,-0.11688,0.038598
14,2,949,-7.8686,-0.18488,-0.0058143,0.0023749
14,2,20821,-7.8686,2.2486,-0.09321,0.2071
20,1,14785,-7.8686,-0.18714,-0.017817,0.0021976
2,3,4852,-7.8686,-0.18838,-0.018326,0.002723
2,3,24180,-7.8686,-0.18896,-0.01913,0.0036319
6,3,13207,-7.8686,-0.18578,-0.0092939,0.0043227
8,2,552,-7.8686,-0.10809,0.16897,0.00093222
8,2,18024,-7.8686,-0.21275,2.1165e-05,0.047174
10,2,14384,-7.8686,-0.10559,-0.12797,2.3452e-14
10,2,8032,-7.8686,-0.082034,-0.12425,0.043342
10,2,25984,-7.8686,-0.093095,-0.11576,0.03782
11,2,17501,-7.8686,-0.087315,0.17444,0.037854
14,2,21702,-7.8686,-0.17111,-0.015587,0.01229
14,2,10870,-7.8686,-0.16796,-0.02339,0.016834
15,1,8120,-7.8686,-0.23389,-0.0039826,0.0028646
15,1,7768,-7.8686,-0.23389,-0.0039826,0.0028646
15,1,24760,-7.8686,-0.23305,-0.0058497,0.0037285
16,1,12537,-7.8686,-0.17755,-0.024977,0.0082153
17,1,7121,-7.8686,-0.10377,-0.12634,0.0036946
18,1,1188,-7.8686,-0.18529,-0.011156,0.0045277
19,1,30124,-7.8686,-0.17259,-2.4921e-05,0.018907
20,1,7186,-7.8686,-0.18648,-0.0071095,0.0041259
21,1,3773,-7.8686,-0.17978,-0.026549,0.0057607
