1,3,12209,-8.9932e-05,7.4503e-05,2.0144e-05,3.1923e-16
1,3,8865,-8.9932e-05,7.4503e-05,2.0144e-05,6.2609e-14
1,3,8209,-8.9932e-05,7.4503e-05,2.0144e-05,3.458e-16
1,3,4545,-8.9932e-05,7.4503e-05,2.0144e-05,3.8376e-16
1,3,2001,-8.9932e-05,7.4503e-05,2.0144e-05,3.3002e-16
1,3,1921,-8.9932e-05,7.4503e-05,2.0144e-05,3.9466e-16
1,3,817,-8.9932e-05,7.4503e-05,2.0144e-05,1.7192e-16
2,3,3550,-8.9932e-05,7.4503e-05,2.0144e-05,2.0792e-16
2,3,1470,-8.9932e-05,7.4503e-05,2.0144e-05,3.5186e-16
1,3,26561,-8.9932e-05,7.4503e-05,2.0144e-05,4.0598e-16
1,3,24481,-8.9932e-05,7.4503e-05,2.0144e-05,3.9639e-16
1,3,23121,-8.9932e-05,7.4503e-05,2.0144e-05,2.619e-16
1,3,22977,-8.9932e-05,7.4503e-05,2.0144e-05,5.6475e-16
2,3,19390,-8.9932e-05,7.4503e-05,2.0144e-05,3.7696e-16
2,3,15630,-8.9932e-05,7.4503e-05,2.0144e-05,2.2313e-16
2,3,15598,-8.9932e-05,7.4503e-05,2.0144e-05,1.2139e-16
2,3,11230,-8.9932e-05,7.4503e-05,2.0144e-05,3.5165e-16
2,3,10190,-8.9932e-05,7.4503e-05,2.0144e-05,2.8562e-16
2,3,6286,-8.9932e-05,7.4503e-05,2.0144e-05,3.9686e-16
3,3,8423,-8.9932e-05,7.4503e-05,2.0144e-05,1.7629e-16
3,3,6743,-8.9932e-05,7.4503e-05,2.0144e-05,2.2075e-16
3,3,3111,-8.9932e-05,7.4503e-05,2.0144e-05,1.1447e-14
3,3,1159,-8.9932e-05,7.4503e-05,2.0144e-05,6.6284e-16
2,3,27630,-8.9932e-05,7.4503e-05,2.0144e-05,2.2765e-16
2,3,22366,-8.9932e-05,7.4503e-05,2.0144e-05,1.9739e-16
2,3,21598,-8.9932e-05,7.4503e-05,2.0144e-05,2.7903e-16
2,3,21102,-8.9932e-05,7.4503e-05,2.0144e-05,3.1851e-16
