1,3,15457,118.47,-4.7245,-0.94509,1.3375e-10
1,3,12305,118.47,-4.7245,-0.94509,2.2552e-11
1,3,7425,118.47,-4.7245,-0.94509,3.6021e-11
1,3,6449,118.47,-4.7245,-0.94509,4.2294e-11
1,3,4193,118.47,-4.7245,-0.94509,3.041e-11
1,3,3937,115.24,-4.5807,-1.0198,7.3528e-10
1,3,1953,118.47,-4.7245,-0.94509,2.2508e-11
1,3,1185,118.47,-4.7245,-0.94509,2.1171e-11
2,3,4110,118.47,-4.7245,-0.94509,3.13e-11
2,3,3070,118.47,-4.7245,-0.94509,3.9288e-11
2,3,2622,118.47,-4.7245,-0.94509,2.0594e-11
2,3,1566,118.47,-4.7245,-0.94509,4.5536e-11
2,3,1406,118.47,-4.7245,-0.94509,2.5989e-11
1,3,24849,118.47,-4.7245,-0.94509,1.9818e-11
1,3,24593,118.47,-4.7245,-0.94509,1.4313e-11
1,3,17841,118.47,-4.7245,-0.94509,6.0507e-11
1,3,16945,118.47,-4.7245,-0.94509,2.6202e-11
2,3,19822,118.47,-4.7245,-0.94509,3.187e-11
2,3,17806,118.47,-4.7245,-0.94509,3.3908e-11
2,3,17614,118.47,-4.7245,-0.94509,5.8277e-11
2,3,17310,118.47,-4.7245,-0.94509,2.2717e-11
2,3,15774,118.47,-4.7245,-0.94509,1.8168e-11
2,3,12798,118.47,-4.7245,-0.94509,4.2746e-11
2,3,6510,118.47,-4.7245,-0.94509,4.9236e-11
2,3,5966,118.47,-4.7245,-0.94509,5.1225e-11
3,3,2023,115.24,-4.5807,-1.0198,1.0325e-09
3,3,1207,118.47,-4.7245,-0.94509,2.4426e-11
3,3,375,118.47,-4.7245,-0.94509,2.7662e-11
2,3,25422,118.47,-4.7245,-0.94509,2.308e-11
2,3,25390,118.47,-4.7245,-0.94509,2.9144e-11
2,3,23214,118.47,-4.7245,-0.94509,2.8878e-11
2,3,22318,118.47,-4.7245,-0.94509,2.677e-11
2,3,22206,118.47,-4.7245,-0.94509,2.4972e-11
3,3,24151,118.47,-4.7245,-0.94509,2.8741e-11
3,3,22935,118.47,-4.7245,-0.94509,4.2171e-11
3,3,22631,118.47,-4.7245,-0.94509,3.9244e-11
3,3,16279,118.47,-4.7245,-0.94509,4.3104e-11
3,3,11623,118.47,-4.7245,-0.94509,2.7704e-11
4,3,13757,118.47,-4.7245,-0.94509,3.1502e-11
4,3,12141,118.47,-4.7245,-0.94509,2.1533e-11
4,3,11901,118.47,-4.7245,-0.94509,2.9385e-11
4,3,10845,118.47,-4.7245,-0.94509,3.0586e-11
4,3,7325,118.47,-4.7245,-0.94509,1.7896e-11
4,3,6029,118.47,-4.7245,-0.94509,1.4614e-11
4,3,2029,118.47,-4.7245,-0.94509,2.4908e-11
4,3,1757,118.47,-4.7245,-0.94509,2.552e-11
4,3,477,118.47,-4.7245,-0.94509,2.1181e-11
5,3,4916,118.47,-4.7245,-0.94509,1.9159e-11
5,3,1924,118.47,-4.7245,-0.94509,2.7746e-11
5,3,580,118.47,-4.7245,-0.94509,9.4305e-12
4,3,24605,118.47,-4.7245,-0.94509,7.2637e-11
4,3,22365,118.47,-4.7245,-0.94509,4.1535e-11
